,fao_area,isscaap_code,isscaap_group,asfis_code,common_name,species_name,location,status_year,tier,status,uncertainty,assessment_update,data_owner,data_provider,operational_data_process,source_citation,source_citation_url,grsf_short_name,grsf_stock_id,grsf_semantic_id,data_provider_stock_id,unit_update,subarea_description,assessment_method,assessment_description,status_basis,BdivBref,B_refpt,FdivFref,F_refpts,status_text,comments,sosi_temp_id,sdg_id,sosi_record_type
0,fao:27,38,"""Sharks, rays, chimaeras""",RJR,Starry ray,Amblyraja radiata,"Norwegian Sea, North Sea, Skagerrak and Kattegat",2022.0,3.0,O,M,yes,ICES,ICES,FIRMS-ICES,,,"Starry ray - Norwegian Sea, North Sea, Skagerrak and Kattegat",d518766a-66e1-3920-b3ca-1f167ad1abab,asfis:RJR+fao:27.2;fao:27.3.a;fao:27.4,rjr.27.23a4,False,,,,B,0.39,Btrigger,1.06,Fmsy,,,sosi_4543,,Eligible1
1,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Sandeel Area 3r: Divisions IV a-b,2023.0,1.0,M,L,yes,ICES,ICES,FIRMS-ICES,,,"Sandeel - Skagerrak, Northern and Central North Sea (Sandeel Area 3r)",c6d39da0-7c32-3d34-a272-0a435a2ff69b,asfis:SAN+ices_sa:3r,san.sa.3r,False,,,,B,1.34,Bpa,,,,,sosi_4320,sdg-deu-dnk-nor-swe-1,SoSIndex
2,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Sandeel Area 4r: Divisions IV a-b,2023.0,1.0,O,L,yes,ICES,ICES,FIRMS-ICES,,,Sandeel - Northern and Central North Sea (Sandeel Area 4),d4afe5c0-730a-37c6-b34a-3eb63b33b4ab,asfis:SAN+ices_sa:4,san.sa.4,False,,,,B,0.91,Bpa,,,,,sosi_4321,,SoSIndex
3,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Subdivisions 20-22,,,X,,yes,ICES,ICES,FIRMS-ICES,,,"Sandeel - Skagerrak, Kattegat and Belt Sea (Sandeel Area 6)",b4d4b912-55c5-33db-8546-a7316eae79b4,asfis:SAN+ices_sa:6,san.sa.6,False,,,,,,,,,To be removed,No information apart from catch,sosi_4323,,SoSIndex
4,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Sandeel Area 2r: Divisions IV b-c,2023.0,1.0,M,L,yes,ICES,ICES,FIRMS-ICES,,,"Sandeel - Skagerrak, Central and Southern North Sea (Sandeel Area 2r)",c77f6fff-adf2-33b8-9eba-551c4683f8f1,asfis:SAN+ices_sa:2r,san.sa.2r,False,,,,B,2.19,Bpa,,,,,sosi_4319,sdg-deu-dnk-nor-swe-2,SoSIndex
5,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Sandeel Area 5r: Divisions IV a,,,X,,yes,ICES,ICES,FIRMS-ICES,,,Sandeel - Viking and Bergen Bank area (Sandeel Area 5r),c5cd676a-d56e-3a83-b021-68124ac3ace7,asfis:SAN+ices_sa:5r,san.sa.5r,False,,,,,,,,,To be removed,No information apart from catch,sosi_4322,,SoSIndex
6,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Sandeel Area 7r: Divisions IV a,,,X,,yes,ICES,ICES,FIRMS-ICES,,,Sandeel - Northern North Sea and Shetland (Sandeel Area 7r),e2bff47a-4ff3-337d-9c85-2c8881b9f948,asfis:SAN+ices_sa:7r,san.sa.7r,False,,,,,,,,,To be removed,No information apart from catch,sosi_4324,,SoSIndex
7,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Division VIa,,,X,,yes,ICES,ICES,FIRMS-ICES,,,Sandeel - West of Scotland,00c5ab6f-abc3-3c52-a5a0-9a54b5e229ee,asfis:SAN+fao:27.6.a,san.27.6a,False,,,,,,,,,To be removed,No information apart from catch,sosi_4325,,SoSIndex
8,fao:27,33,"""Miscellaneous coastal fishes""",SAN,Sandeels(=Sandlances) NEI,Ammodytes spp,Area 27 Sandeel Area 1r: Divisions IV b-c,2023.0,1.0,M,L,yes,ICES,ICES,FIRMS-ICES,,,Sandeel - Central and Southern North Sea (Sandeel Area 1r),e6a866a3-978c-3920-a6bd-cdefeaafa3f1,asfis:SAN+ices_sa:1r,san.sa.1r,False,,,,B,1.25,Bpa,,,,,sosi_4318,sdg-deu-dnk-fra-gbr-nld-nor-1,SoSIndex
9,fao:27,34,"""Miscellaneous demersal fishes""",CAA,Atlantic wolffish,Anarhichas lupus,Area 27 Division 5.a,2023.0,1.0,M,L,yes,ICES,ICES,FIRMS-ICES,,,Atlantic wolffish - Iceland grounds,dda10213-fd74-3fc3-aa42-5fafaf56c95e,asfis:CAA+fao:27.5.a,caa.27.5a,False,,,,B,1.65,Btrigger,0.96,Fmsy,,,sosi_4351,sdg-isl-7,SoSIndex
10,fao:27,34,"""Miscellaneous demersal fishes""",ARU,Greater argentine,Argentina silus,Area 27 Divisions 5.b and 6.a,2023.0,1.0,M,L,yes,ICES,ICES,FIRMS-ICES,,,Greater silver smelt - Faroes grounds and West of Scotland,3e14d912-384d-3ee7-99f1-644b7b0673c1,asfis:ARU+fao:27.5.b;fao:27.6.a,aru.27.5b6a,False,,,,B,1.04,Btrigger,0.5,Fmsy,,,sosi_4356,,SoSIndex
11,fao:27,34,"""Miscellaneous demersal fishes""",ARU,Greater argentine,Argentina silus,"Area 27 Subareas 1, 2, and 4, and in Division 3.a",2023.0,1.0,U,L,yes,ICES,ICES,FIRMS-ICES,,,"Greater silver smelt - Barents Sea, Norwegian Sea, Spitzbergen, Bear Island, North Sea, Skagerrak and Kattegat",d6001cc4-4082-345c-baa4-d16b50f8204b,asfis:ARU+fao:27.1;fao:27.2;fao:27.3.a;fao:27.4,aru.27.123a4,False,,,,B,1.25,Bmsy,0.73,Fmsy,,,sosi_4359,,SoSIndex
12,fao:27,34,"""Miscellaneous demersal fishes""",ARU,Greater argentine,Argentina silus,"Area 27 Subareas 7-10 and 12, and in Division 6.b",2022.0,3.0,M,M,yes,ICES,ICES,FIRMS-ICES,,,"Greater silver smelt - Irish Sea, West of Ireland, Porcupine Bank, Eastern and Western English Channel, Bay of Biscay, Portuguese Waters, Azores Grounds and Northeast Atlantic South, North of Azores and Rockall",97466a4b-6a52-3ec1-a640-7eea7ec04a45,asfis:ARU+fao:27.10;fao:27.12;fao:27.6.b;fao:27.7;fao:27.8;fao:27.9,aru.27.6b7-1012,False,,,,B,1.78,Btrigger,1.12,Fmsy,,,sosi_4358,,SoSIndex
13,fao:27,34,"""Miscellaneous demersal fishes""",ARU,Greater argentine,Argentina silus,Area 27 Subarea 14 and Division 5.a,2023.0,1.0,U,L,yes,ICES,ICES,FIRMS-ICES,,,Greater silver smelt - East Greenland and Iceland Grounds,b0a2a427-adab-37eb-8993-1d76b1e6171b,asfis:ARU+fao:27.14;fao:27.5.a,aru.27.5a14,False,,,,B,3.94,Btrigger,0.43,Fmsy,,,sosi_4357,sdg-isl-8,SoSIndex
14,fao:27,32,"""Cods, hakes, haddocks""",COD,Atlantic cod,Gadus morhua,Davies Strait and Denmark Strait,,,X,,deprecated,ICES,ICES,FIRMS-ICES,,,Atlantic cod - Davies Strait and Denmark Strait,269f6c1e-e0cd-3fcb-b2cc-41d338ac824e,asfis:COD+fao:21.1.F;fao:27.14,cod.2127.1f14,False,,,,,,,,,,,sosi_4190,,Eligible1
15,fao:27,32,"""Cods, hakes, haddocks""",COD,Atlantic cod,Gadus morhua,Area 27 Subareas II coastal south,2023.0,1.0,O,L,yes,ICES,ICES,FIRMS-ICES,,,"Atlantic cod - Norwegian Sea, Spitzbergen, and Bear Island between 62°N and 67°N (coastal waters)",51fa578d-7112-37c3-85c8-59c0470a38a7,asfis:COD+fao:27.2,cod.27.2.coastS,False,,,,B,0.42,Bmsy,1.68,Fmsy,,,sosi_4181,,SoSIndex
16,fao:27,32,"""Cods, hakes, haddocks""",COD,Atlantic cod,Gadus morhua,"Area 27 Subarea IV, Division VIId, IIIa West",,,X,,deprecated,ICES,ICES,FIRMS-ICES,,,"Atlantic cod - North Sea, Eastern English Channel and Skagerrak",d2362bce-b855-3367-9c46-c479eeaca2af,asfis:COD+fao:27.3.a.20;fao:27.4;fao:27.7.d,cod.27.47d20,False,,,,,,,,,,,sosi_4185,sdg-bel-deu-dnk-fra-fro-gbr-grl-nld-nor-pol-swe-1,SoSIndex
17,fao:27,32,"""Cods, hakes, haddocks""",COD,Atlantic cod,Gadus morhua,Area 27 Subdivision 21,2023.0,3.0,O,M,yes,ICES,ICES,FIRMS-ICES,,,Atlantic cod - Kattegat,830dbacd-5997-3204-93b4-65f8f77b5170,asfis:COD+fao:27.3.a.21,cod.27.21,False,,,,B,,,,,,SSB is considered to be below possible biomass reference points,sosi_4188,sdg-deu-dnk-swe-2,SoSIndex
18,fao:27,32,"""Cods, hakes, haddocks""",COD,Atlantic cod,Gadus morhua,Area 27 Division VIIa,2023.0,1.0,O,L,yes,ICES,ICES,FIRMS-ICES,,,Atlantic cod - Irish Sea,a42e20a7-acac-348f-981e-82c6af35b2c6,asfis:COD+fao:27.7.a,cod.27.7a,False,,,,B,0.64,Btrigger,0.05,Fmsy,,,sosi_4187,sdg-bel-esp-fra-gbr-irl-nld-1,SoSIndex
